# Test results for rooting positions on every branch
# This file can be read in MS Excel or in R with command:
#    dat=read.csv('TOP_nonrib_100k.roottest.csv',comment.char='#')
# Columns are comma-separated with following meanings:
#    ID:      Branch ID
#    logL:    Log-likelihood of the tree rooted at this branch
#    deltaL:  logL difference from the maximal logl
#    bp-RELL: bootstrap proportion using RELL method (Kishino et al. 1990)
#    p-KH:    p-value of one sided Kishino-Hasegawa test (1989)
#    p-SH:    p-value of Shimodaira-Hasegawa test (2000)
#    c-ELW:   Expected Likelihood Weight (Strimmer & Rambaut 2002)
#    p-AU:    p-value of approximately unbiased (AU) test (Shimodaira, 2002)
ID,logL,deltaL,bp-RELL,p-KH,p-SH,c-ELW,p-AU
6,-233398.9773,50.71194945,0,0,0.00036,5.878228314e-13,7.008356449e-06
11,-233399.5159,51.25058887,0,0,0.00035,5.916056124e-12,2.52039001e-72
9,-233399.916,51.65067474,0,0,0.00053,2.378813961e-12,6.048449116e-06
29,-233400.2405,51.97512542,0,0,0.00053,2.773839922e-10,1.234553599e-08
56,-233400.3848,52.11945697,0,0,0.0005,1.426559642e-12,1.424534002e-05
28,-233401.194,52.9286241,0,0,0.00037,3.767835281e-11,2.3204842e-05
50,-233401.2076,52.94226864,0,0,0.00031,3.255033128e-12,4.145175977e-77
44,-233401.5641,53.29876561,0,0,0.00019,2.390324501e-13,8.99181946e-06
41,-233401.6738,53.4084763,0,0,0.00017,2.457892198e-13,1.604392191e-55
49,-233402.2054,53.94009447,0,0,0.00025,1.058221353e-12,2.891952293e-40
46,-233402.7053,54.43993815,0,0,0.0002,2.071852197e-13,4.282387128e-07
55,-233402.7442,54.47889744,0,0,0.00019,1.53321515e-13,1.208988398e-49
42,-233402.8337,54.56839469,0,0,0.00018,1.843506605e-13,1.42553945e-38
43,-233403.0389,54.7735831,0,0,0.00016,2.21841594e-13,4.424283288e-58
8,-233403.9933,55.7279655,0,0,0.00019,1.526302519e-13,9.706675509e-06
7,-233404.0693,55.80391537,0,0,0.00018,4.538732211e-13,3.559151775e-05
45,-233405.3871,57.12176872,0,0,0.0001,1.057713245e-13,1.06773935e-83
57,-233407.7575,59.49214502,0,0,0.00014,9.967297636e-14,2.601754302e-06
85,-233407.8833,59.61798665,0,0,0.0002,4.067768896e-14,9.984607304e-57
22,-233409.9725,61.70713771,0,0,6e-05,4.121497058e-14,9.958126612e-05
21,-233411.3448,63.07948288,0,0,4e-05,2.237409564e-13,7.587423533e-06
65,-233413.9187,65.65336576,0,0,3e-05,6.330075282e-15,5.312712082e-51
66,-233413.9187,65.65337269,0,0,3e-05,6.331020998e-15,7.355104507e-51
58,-233421.3397,73.07436563,0,0,0,2.820487917e-18,1.265300941e-32

