# Test results for rooting positions on every branch
# This file can be read in MS Excel or in R with command:
#    dat=read.csv('TOP_laumer.roottest.csv',comment.char='#')
# Columns are comma-separated with following meanings:
#    ID:      Branch ID
#    logL:    Log-likelihood of the tree rooted at this branch
#    deltaL:  logL difference from the maximal logl
#    bp-RELL: bootstrap proportion using RELL method (Kishino et al. 1990)
#    p-KH:    p-value of one sided Kishino-Hasegawa test (1989)
#    p-SH:    p-value of Shimodaira-Hasegawa test (2000)
#    c-ELW:   Expected Likelihood Weight (Strimmer & Rambaut 2002)
#    p-AU:    p-value of approximately unbiased (AU) test (Shimodaira, 2002)
ID,logL,deltaL,bp-RELL,p-KH,p-SH,c-ELW,p-AU
54,-4142951.228,171.5746446,0,0,0,1.222172337e-60,6.11598499e-104
101,-4142952.252,172.5984007,0,0,0,8.287777217e-54,0.006554382972
74,-4142956.701,177.0476681,0,0,0,2.184767181e-52,0.001262647427
90,-4142960.598,180.9444945,0,0,0,1.285707224e-59,0.0009859322298
38,-4142963.167,183.513451,0,0,0,2.151172401e-63,0.0007007891284
34,-4142973.494,193.8404642,0,0,0,5.590999775e-65,3.948559911e-43
73,-4142975.237,195.5835773,0,0,0,6.611886627e-60,4.140668904e-93
69,-4142975.844,196.1909294,0,0,0,8.501239098e-52,4.862173572e-92
70,-4142990.288,210.6350374,0,0,0,1.57001799e-60,5.388342652e-47
45,-4142993.907,214.253448,0,0,0,3.07557986e-68,0.00133360334
44,-4142999.289,219.6360102,0,0,0,3.716686231e-73,0.003850667896
53,-4142999.709,220.0559698,0,0,0,2.065903136e-79,3.575579646e-62
48,-4143005.41,225.7563022,0,0,0,4.016000296e-81,2.576838591e-05
57,-4143006.58,226.9270702,0,0,0,4.408337878e-73,0.002446183836
36,-4143008.565,228.9116907,0,0,0,1.958542314e-74,9.663323844e-40
56,-4143009.615,229.9613705,0,0,0,3.067307244e-73,2.140365282e-28
61,-4143009.616,229.9622919,0,0,0,3.057788335e-73,9.16063453e-28
41,-4143009.911,230.2580394,0,0,0,1.747275518e-79,0.0001267104905
49,-4143011.136,231.4825942,0,0,0,1.69978702e-82,0.007072324267
37,-4143015.062,235.4082686,0,0,0,7.62171771e-79,2.42562521e-10
42,-4143015.513,235.8594626,0,0,0,1.60076644e-81,4.205374188e-05
60,-4143022.401,242.7476753,0,0,0,2.472950716e-73,0.0009749468169
52,-4143022.509,242.8557959,0,0,0,7.726652615e-85,1.425569085e-57
79,-4143025.746,246.0930148,0,0,0,5.999251853e-87,3.231879811e-86
58,-4143030.36,250.7067314,0,0,0,1.211939812e-78,5.792983534e-44
59,-4143037.694,258.0406534,0,0,0,1.552141009e-84,7.139495969e-114
80,-4143053.287,273.6332286,0,0,0,3.518891018e-97,8.477425888e-63
78,-4143053.7,274.0462272,0,0,0,3.028364475e-96,2.654413421e-63
81,-4143055.974,276.3210065,0,0,0,4.321351181e-96,3.572458185e-05

