# Test results for rooting positions on every branch
# This file can be read in MS Excel or in R with command:
#    dat=read.csv('TOP_simion_10k.roottest.csv',comment.char='#')
# Columns are comma-separated with following meanings:
#    ID:      Branch ID
#    logL:    Log-likelihood of the tree rooted at this branch
#    deltaL:  logL difference from the maximal logl
#    bp-RELL: bootstrap proportion using RELL method (Kishino et al. 1990)
#    p-KH:    p-value of one sided Kishino-Hasegawa test (1989)
#    p-SH:    p-value of Shimodaira-Hasegawa test (2000)
#    c-ELW:   Expected Likelihood Weight (Strimmer & Rambaut 2002)
#    p-AU:    p-value of approximately unbiased (AU) test (Shimodaira, 2002)
ID,logL,deltaL,bp-RELL,p-KH,p-SH,c-ELW,p-AU
125,-13629473.77,699.7101079,0,0,0,2.665479043e-253,2.501975993e-63
112,-13629482.48,708.4238087,0,0,0,2.832907211e-248,1.011545286e-73
19,-13629483.03,708.9734093,0,0,0,2.327095708e-252,0.0003153191259
133,-13629488.83,714.7692919,0,0,0,5.221844623e-260,0.01802677982
11,-13629490.88,716.8183968,0,0,0,5.30444055e-255,1.957760519e-09
14,-13629496.5,722.441156,0,0,0,1.033360914e-258,3.48499338e-05
48,-13629511.94,737.8792931,0,0,0,6.364974396e-268,6.264996476e-07
118,-13629515.07,741.0079282,0,0,0,5.082690196e-261,6.516004793e-05
21,-13629517.1,743.0435252,0,0,0,7.472027981e-250,1.135437708e-05
128,-13629519.97,745.9111263,0,0,0,9.468397333e-266,3.347705147e-48
119,-13629520.43,746.3724608,0,0,0,2.853325156e-258,1.036636637e-76
109,-13629523.68,749.6232517,0,0,0,1.461994538e-274,2.533255229e-40
113,-13629523.74,749.6829493,0,0,0,2.731597176e-264,0.0008257453016
28,-13629527.4,753.3409551,0,0,0,6.779033651e-253,0.000192298342
138,-13629534.03,759.9699789,0,0,0,1.135024744e-271,1.880983047e-05
9,-13629539.89,765.8276821,0,0,0,5.035029275e-272,5.277664284e-58
137,-13629547.99,773.9328778,0,0,0,6.02226805e-272,7.213468564e-05
34,-13629548.51,774.4503644,0,0,0,2.927867841e-286,0.0007211420684
110,-13629554.16,780.1015289,0,0,0,1.752208611e-287,1.018852801e-34
37,-13629562.41,788.3562671,0,0,0,4.936607516e-290,8.465470466e-05
41,-13629579.56,805.506131,0,0,0,4.221559696e-295,1.502193785e-06
126,-13629589.97,815.9082298,0,0,0,5.039067577e-300,9.501104257e-05
74,-13629592.07,818.0164765,0,0,0,2.539664792e-289,5.296242464e-06
44,-13629592.09,818.0359166,0,0,0,1.282041914e-298,7.316160541e-06
91,-13629594.25,820.1929184,0,0,0,2.53402673e-291,6.989295699e-06
22,-13629604.56,830.497693,0,0,0,3.947478974e-286,2.290479216e-47
127,-13629615.2,841.1440443,0,0,0,4.828221451e-306,5.747240101e-70
139,-13629616.11,842.0504595,0,0,0,3.175117892e-303,2.396560859e-05
75,-13629632.74,858.6789567,0,0,0,1.604866574e-305,3.387193959e-28
13,-13629634.02,859.9588837,0,0,0,3.201786891e-311,2.337609889e-08
12,-13629639.23,865.1724665,0,0,0,3.479015793e-310,1.009325915e-07
90,-13629639,864.9393276,0,0,0,2.748885383e-310,1.634553583e-08
140,-13629644.56,870.4981689,0,0,0,1.007344388e-315,6.077095281e-05
15,-13629649.5,875.4428544,0,0,0,1.156125988e-314,0.007046078733
24,-13629658.44,884.3809907,0,0,0,9.470457913e-302,2.522828553e-15
18,-13629675.31,901.2516221,0,0,0,0,0.0001156028943
43,-13629679.37,905.3169061,0,0,0,0,6.113514135e-06
87,-13629687.75,913.6947773,0,0,0,2.129422934e-321,2.969050823e-52
30,-13629710.13,936.0704028,0,0,0,0,7.310894382e-30
123,-13629711.75,937.6906507,0,0,0,0,1.987089607e-43
76,-13629712.69,938.6345521,0,0,0,0,1.259630075e-08
45,-13629715.05,940.9943602,0,0,0,0,1.08774483e-06
36,-13629724,949.9439015,0,0,0,0,0.0007503570626
46,-13629725.52,951.4623693,0,0,0,0,3.034046639e-05
23,-13629727.71,953.6538646,0,0,0,0,3.002572413e-07
122,-13629735.25,961.1895595,0,0,0,0,6.921802401e-42
27,-13629739.42,965.3622159,0,0,0,0,0.0001920142251
29,-13629742.76,968.6990423,0,0,0,0,1.102198042e-33
