# Test results for rooting positions on every branch
# This file can be read in MS Excel or in R with command:
#    dat=read.csv('TOP_laumer_100k.roottest.csv',comment.char='#')
# Columns are comma-separated with following meanings:
#    ID:      Branch ID
#    logL:    Log-likelihood of the tree rooted at this branch
#    deltaL:  logL difference from the maximal logl
#    bp-RELL: bootstrap proportion using RELL method (Kishino et al. 1990)
#    p-KH:    p-value of one sided Kishino-Hasegawa test (1989)
#    p-SH:    p-value of Shimodaira-Hasegawa test (2000)
#    c-ELW:   Expected Likelihood Weight (Strimmer & Rambaut 2002)
#    p-AU:    p-value of approximately unbiased (AU) test (Shimodaira, 2002)
ID,logL,deltaL,bp-RELL,p-KH,p-SH,c-ELW,p-AU
61,-4143009.684,229.9642127,0,0,0,1.037031581e-73,1.681766957e-07
41,-4143009.977,230.2571311,0,0,0,6.16708074e-71,1.334620387e-56
49,-4143011.201,231.4811754,0,0,0,6.327039265e-70,1.778925897e-53
37,-4143015.128,235.407918,0,0,0,2.273191184e-73,3.356699124e-06
42,-4143015.579,235.8588623,0,0,0,7.996841908e-70,5.29305945e-07
60,-4143022.469,242.7490223,0,0,0,8.455845727e-74,1.000638999e-49
52,-4143022.576,242.856534,0,0,0,2.126970109e-82,1.782560458e-103
79,-4143025.812,246.0920448,0,0,0,3.939547241e-79,4.518235684e-09
58,-4143030.428,250.7085426,0,0,0,2.536629363e-79,3.434283477e-07
59,-4143037.762,258.0423586,0,0,0,4.029988617e-78,1.601055475e-08
80,-4143053.351,273.6313921,0,0,0,5.723775959e-86,1.419162828e-62
78,-4143053.766,274.0457179,0,0,0,7.810965715e-93,3.951648106e-12
81,-4143056.04,276.3196038,0,0,0,9.259085787e-86,9.404549929e-48

