T1,T2,T3,T4,t1_t2,t1_t3,t1_t4,t2_t3,t2_t4,t3_t4
-7548.28,-7548.33,-7548.35,-7548.35,0.0500000000001819,0.07000000000061846,0.07000000000061846,0.020000000000436557,0.020000000000436557,0
-3621.94,-3621.93,-3621.97,-3621.97,-0.010000000000218279,0.02999999999974534,0.02999999999974534,0.03999999999996362,0.03999999999996362,0
-5708.06,-5708.04,-5708.04,-5708.01,-0.020000000000436557,-0.020000000000436557,-0.0500000000001819,0,-0.02999999999974534,-0.02999999999974534
-5645.52,-5645.63,-5645.52,-5645.52,0.10999999999967258,0,0,-0.10999999999967258,-0.10999999999967258,0
-5078.72,-5078.65,-5078.66,-5078.63,-0.07000000000061846,-0.06000000000040018,-0.09000000000014552,0.010000000000218279,-0.019999999999527063,-0.02999999999974534
-7164.99,-7165.03,-7164.9,-7164.94,0.03999999999996362,-0.09000000000014552,-0.0500000000001819,-0.13000000000010914,-0.09000000000014552,0.03999999999996362
-8072.68,-8072.89,-8072.69,-8072.81,0.21000000000003638,0.009999999999308784,0.13000000000010914,-0.2000000000007276,-0.07999999999992724,0.12000000000080036
-13387.4,-13387,-13387.2,-13386.9,-0.3999999999996362,-0.1999999999989086,-0.5,0.2000000000007276,-0.1000000000003638,-0.3000000000010914
-15082.4,-15081.9,-15082.3,-15082.2,-0.5,-0.1000000000003638,-0.1999999999989086,0.3999999999996362,0.3000000000010914,-0.09999999999854481
-11761,-11761.2,-11761.2,-11761.3,0.2000000000007276,0.2000000000007276,0.2999999999992724,0,0.09999999999854481,0.09999999999854481
-29100.2,-29100.1,-29100.1,-29100.1,-0.10000000000218279,-0.10000000000218279,-0.10000000000218279,0,0,0
-6280.17,-6280.21,-6280.2,-6280.25,0.03999999999996362,0.02999999999974534,0.07999999999992724,-0.010000000000218279,0.03999999999996362,0.0500000000001819
-5430.01,-5430.28,-5430.1,-5430.33,0.26999999999952706,0.09000000000014552,0.31999999999970896,-0.17999999999938154,0.0500000000001819,0.22999999999956344
-11439.4,-11439.2,-11439.2,-11439.2,-0.1999999999989086,-0.1999999999989086,-0.1999999999989086,0,0,0
-20059,-20058.7,-20059,-20058.9,-0.2999999999992724,0,-0.09999999999854481,0.2999999999992724,0.2000000000007276,-0.09999999999854481
-10277,-10276.9,-10277.1,-10277,-0.1000000000003638,0.1000000000003638,0,0.2000000000007276,0.1000000000003638,-0.1000000000003638
-17437.6,-17437.4,-17437.6,-17437.5,-0.19999999999708962,0,-0.09999999999854481,0.19999999999708962,0.09999999999854481,-0.09999999999854481
-6878.56,-6878.4,-6878.64,-6878.6,-0.16000000000076398,0.07999999999992724,0.03999999999996362,0.24000000000069122,0.2000000000007276,-0.03999999999996362
-16818.1,-16817.7,-16818,-16817.8,-0.3999999999978172,-0.09999999999854481,-0.2999999999992724,0.2999999999992724,0.09999999999854481,-0.2000000000007276
-7650.11,-7650.14,-7650.07,-7650.07,0.030000000000654836,-0.03999999999996362,-0.03999999999996362,-0.07000000000061846,-0.07000000000061846,0
-16793.1,-16792.8,-16792.9,-16793,-0.2999999999992724,-0.19999999999708962,-0.09999999999854481,0.10000000000218279,0.2000000000007276,0.09999999999854481
-9316.26,-9315.82,-9316.04,-9316.02,-0.4400000000005093,-0.21999999999934516,-0.23999999999978172,0.22000000000116415,0.2000000000007276,-0.020000000000436557
-18684.6,-18684.9,-18684.6,-18684.8,0.3000000000029104,0,0.2000000000007276,-0.3000000000029104,-0.10000000000218279,0.2000000000007276
-5070.8,-5070.65,-5070.68,-5070.58,-0.1500000000005457,-0.11999999999989086,-0.22000000000025466,0.030000000000654836,-0.06999999999970896,-0.1000000000003638
-6746.47,-6747.29,-6746.85,-6747.34,0.819999999999709,0.38000000000010914,0.8699999999998909,-0.4399999999995998,0.0500000000001819,0.4899999999997817
-8792.41,-8792.34,-8792.35,-8792.29,-0.06999999999970896,-0.05999999999949068,-0.11999999999898137,0.010000000000218279,-0.049999999999272404,-0.05999999999949068
-13875.5,-13875.4,-13875.4,-13875.4,-0.1000000000003638,-0.1000000000003638,-0.1000000000003638,0,0,0
-14144.2,-14143.6,-14143.9,-14143.7,-0.6000000000003638,-0.3000000000010914,-0.5,0.2999999999992724,0.1000000000003638,-0.1999999999989086
-12037.4,-12037.6,-12037.5,-12037.6,0.2000000000007276,0.1000000000003638,0.2000000000007276,-0.1000000000003638,0,0.1000000000003638
-3905.02,-3905.01,-3905.02,-3905.05,-0.009999999999763531,0,0.03000000000020009,0.009999999999763531,0.03999999999996362,0.03000000000020009
-5789.38,-5789.17,-5789.31,-5789.21,-0.21000000000003638,-0.06999999999970896,-0.17000000000007276,0.14000000000032742,0.03999999999996362,-0.1000000000003638
-5825.67,-5826.09,-5825.88,-5826.17,0.42000000000007276,0.21000000000003638,0.5,-0.21000000000003638,0.07999999999992724,0.2899999999999636
-7351.58,-7352.21,-7351.83,-7352.14,0.6300000000001091,0.25,0.5600000000004002,-0.38000000000010914,-0.06999999999970896,0.3100000000004002
-8161.18,-8161.35,-8161.14,-8161.19,0.17000000000007276,-0.03999999999996362,0.009999999999308784,-0.21000000000003638,-0.16000000000076398,0.049999999999272404
-9933.35,-9933.54,-9933.54,-9933.69,0.19000000000050932,0.19000000000050932,0.3400000000001455,0,0.1499999999996362,0.1499999999996362
-9517.25,-9517.5,-9517.23,-9517.36,0.25,-0.020000000000436557,0.11000000000058208,-0.27000000000043656,-0.13999999999941792,0.13000000000101863
-6971.38,-6971.38,-6971.39,-6971.49,0,0.010000000000218279,0.10999999999967258,0.010000000000218279,0.10999999999967258,0.0999999999994543
-19230.1,-19229.5,-19229.9,-19229.7,-0.5999999999985448,-0.19999999999708962,-0.3999999999978172,0.4000000000014552,0.2000000000007276,-0.2000000000007276
-24765.1,-24764.8,-24765,-24764.6,-0.2999999999992724,-0.09999999999854481,-0.5,0.2000000000007276,-0.2000000000007276,-0.4000000000014552
-10950,-10950.4,-10950,-10950.2,0.3999999999996362,0,0.2000000000007276,-0.3999999999996362,-0.1999999999989086,0.2000000000007276
-9783.68,-9783.87,-9783.79,-9783.87,0.19000000000050932,0.11000000000058208,0.19000000000050932,-0.07999999999992724,0,0.07999999999992724
-5140.99,-5140.57,-5140.65,-5140.53,-0.42000000000007276,-0.3400000000001455,-0.4600000000000364,0.07999999999992724,-0.03999999999996362,-0.11999999999989086
-10592.5,-10592.6,-10592.5,-10592.5,0.1000000000003638,0,0,-0.1000000000003638,-0.1000000000003638,0
-11336.3,-11336.2,-11336.3,-11336.3,-0.09999999999854481,0,0,0.09999999999854481,0.09999999999854481,0
-12102.4,-12102.2,-12102.4,-12102.4,-0.1999999999989086,0,0,0.1999999999989086,0.1999999999989086,0
-10972,-10972.8,-10972.3,-10972.7,0.7999999999992724,0.2999999999992724,0.7000000000007276,-0.5,-0.09999999999854481,0.4000000000014552
-9914.85,-9914.8,-9914.79,-9914.82,-0.050000000001091394,-0.05999999999949068,-0.030000000000654836,-0.00999999999839929,0.020000000000436557,0.029999999998835847
-4926.99,-4927.1,-4927,-4926.99,0.11000000000058208,0.010000000000218279,0,-0.1000000000003638,-0.11000000000058208,-0.010000000000218279
-8628.4,-8628.18,-8628.27,-8628.11,-0.21999999999934516,-0.12999999999919964,-0.2899999999990541,0.09000000000014552,-0.06999999999970896,-0.15999999999985448
-9402.2,-9402.75,-9402.58,-9402.73,0.5499999999992724,0.37999999999919964,0.5299999999988358,-0.17000000000007276,-0.020000000000436557,0.1499999999996362
-10411.6,-10411.3,-10411.5,-10411.4,-0.3000000000010914,-0.1000000000003638,-0.2000000000007276,0.2000000000007276,0.1000000000003638,-0.1000000000003638
-11858.1,-11857.8,-11857.9,-11857.9,-0.3000000000010914,-0.2000000000007276,-0.2000000000007276,0.1000000000003638,0.1000000000003638,0
-15986.4,-15986.1,-15986.5,-15986.3,-0.2999999999992724,0.1000000000003638,-0.1000000000003638,0.3999999999996362,0.1999999999989086,-0.2000000000007276
-11620.7,-11620.6,-11620.7,-11620.6,-0.1000000000003638,0,-0.1000000000003638,0.1000000000003638,0,-0.1000000000003638
-9303.16,-9303.2,-9303.33,-9303.38,0.040000000000873115,0.17000000000007276,0.21999999999934516,0.12999999999919964,0.17999999999847205,0.049999999999272404
-26453.7,-26453.1,-26453.3,-26453,-0.6000000000021828,-0.4000000000014552,-0.7000000000007276,0.2000000000007276,-0.09999999999854481,-0.2999999999992724
-3597.44,-3597.54,-3597.45,-3597.46,0.09999999999990905,0.009999999999763531,0.01999999999998181,-0.09000000000014552,-0.07999999999992724,0.010000000000218279
-11965.4,-11965.2,-11965.4,-11965.3,-0.1999999999989086,0,-0.1000000000003638,0.1999999999989086,0.09999999999854481,-0.1000000000003638
-11196.5,-11196.1,-11196.4,-11196.4,-0.3999999999996362,-0.1000000000003638,-0.1000000000003638,0.2999999999992724,0.2999999999992724,0
-13147.4,-13148,-13147.7,-13147.8,0.6000000000003638,0.3000000000010914,0.3999999999996362,-0.2999999999992724,-0.2000000000007276,0.09999999999854481
-7142.28,-7142.07,-7142.23,-7142.22,-0.21000000000003638,-0.0500000000001819,-0.05999999999949068,0.15999999999985448,0.1500000000005457,-0.009999999999308784
-8181.65,-8181.54,-8181.6,-8181.6,-0.10999999999967258,-0.049999999999272404,-0.049999999999272404,0.06000000000040018,0.06000000000040018,0
-7618.8,-7618.71,-7618.79,-7618.73,-0.09000000000014552,-0.010000000000218279,-0.07000000000061846,0.07999999999992724,0.019999999999527063,-0.06000000000040018
-12502.6,-12502.3,-12502.7,-12502.4,-0.3000000000010914,0.1000000000003638,-0.2000000000007276,0.4000000000014552,0.1000000000003638,-0.3000000000010914
-11402.2,-11401.8,-11402.2,-11402,-0.4000000000014552,0,-0.2000000000007276,0.4000000000014552,0.2000000000007276,-0.2000000000007276
-19409.5,-19409.1,-19409.4,-19409.3,-0.4000000000014552,-0.09999999999854481,-0.2000000000007276,0.3000000000029104,0.2000000000007276,-0.10000000000218279
-13551.4,-13551.4,-13551.5,-13551.4,0,0.1000000000003638,0,0.1000000000003638,0,-0.1000000000003638
-9584.66,-9584.82,-9584.71,-9584.77,0.15999999999985448,0.049999999999272404,0.11000000000058208,-0.11000000000058208,-0.049999999999272404,0.06000000000130967
-16973.5,-16973.9,-16973.6,-16973.9,0.4000000000014552,0.09999999999854481,0.4000000000014552,-0.3000000000029104,0,0.3000000000029104
-11391.4,-11391.5,-11391.5,-11391.5,0.1000000000003638,0.1000000000003638,0.1000000000003638,0,0,0
-4524.22,-4524.18,-4524.21,-4524.2,-0.03999999999996362,-0.010000000000218279,-0.020000000000436557,0.02999999999974534,0.019999999999527063,-0.010000000000218279
-9376.91,-9376.69,-9376.85,-9376.87,-0.21999999999934516,-0.05999999999949068,-0.039999999999054126,0.15999999999985448,0.18000000000029104,0.020000000000436557
-3667.55,-3667.58,-3667.57,-3667.56,0.02999999999974534,0.01999999999998181,0.009999999999763531,-0.009999999999763531,-0.01999999999998181,-0.010000000000218279
-10037.8,-10038.1,-10037.8,-10037.9,0.3000000000010914,0,0.1000000000003638,-0.3000000000010914,-0.2000000000007276,0.1000000000003638
-2712.31,-2712.27,-2712.32,-2712.33,-0.03999999999996362,0.010000000000218279,0.01999999999998181,0.0500000000001819,0.05999999999994543,0.009999999999763531
-4262.62,-4262.67,-4262.65,-4262.63,0.0500000000001819,0.02999999999974534,0.010000000000218279,-0.020000000000436557,-0.03999999999996362,-0.019999999999527063
-9056.77,-9056.8,-9056.67,-9056.55,0.029999999998835847,-0.1000000000003638,-0.22000000000116415,-0.12999999999919964,-0.25,-0.12000000000080036
-19653.2,-19653.8,-19653.5,-19653.4,0.5999999999985448,0.2999999999992724,0.2000000000007276,-0.2999999999992724,-0.3999999999978172,-0.09999999999854481
-7132.89,-7132.7,-7132.79,-7132.74,-0.19000000000050932,-0.1000000000003638,-0.1500000000005457,0.09000000000014552,0.03999999999996362,-0.0500000000001819
-18519.1,-18518.8,-18518.9,-18519,-0.2999999999992724,-0.19999999999708962,-0.09999999999854481,0.10000000000218279,0.2000000000007276,0.09999999999854481
-8666.44,-8666.5,-8666.41,-8666.51,0.05999999999949068,-0.030000000000654836,0.06999999999970896,-0.09000000000014552,0.010000000000218279,0.1000000000003638
-11963.7,-11963.3,-11963.4,-11963.2,-0.4000000000014552,-0.3000000000010914,-0.5,0.1000000000003638,-0.09999999999854481,-0.1999999999989086
-12211.1,-12211.3,-12211.2,-12211.3,0.1999999999989086,0.1000000000003638,0.1999999999989086,-0.09999999999854481,0,0.09999999999854481
-4619.44,-4619.18,-4619.29,-4619.21,-0.2599999999993088,-0.1499999999996362,-0.22999999999956344,0.10999999999967258,0.02999999999974534,-0.07999999999992724
-2626.65,-2626.79,-2626.66,-2626.77,0.13999999999987267,0.009999999999763531,0.11999999999989086,-0.13000000000010914,-0.01999999999998181,0.11000000000012733
-5071,-5070.74,-5070.75,-5070.64,-0.2600000000002183,-0.25,-0.3599999999996726,0.010000000000218279,-0.0999999999994543,-0.10999999999967258
-17176.6,-17176.8,-17176.7,-17176.7,0.2000000000007276,0.10000000000218279,0.10000000000218279,-0.09999999999854481,-0.09999999999854481,0
-6408.59,-6408.49,-6408.47,-6408.5,-0.1000000000003638,-0.11999999999989086,-0.09000000000014552,-0.019999999999527063,0.010000000000218279,0.02999999999974534
-9402.77,-9402.94,-9402.81,-9402.98,0.17000000000007276,0.039999999999054126,0.20999999999912689,-0.13000000000101863,0.039999999999054126,0.17000000000007276
-5454.17,-5454.18,-5454.28,-5454.37,0.010000000000218279,0.10999999999967258,0.1999999999998181,0.0999999999994543,0.18999999999959982,0.09000000000014552
-10910.1,-10910,-10910.2,-10910.2,-0.1000000000003638,0.1000000000003638,0.1000000000003638,0.2000000000007276,0.2000000000007276,0
-13374.9,-13375.1,-13374.9,-13374.9,0.2000000000007276,0,0,-0.2000000000007276,-0.2000000000007276,0
-5391.81,-5392.1,-5391.91,-5392.07,0.2899999999999636,0.0999999999994543,0.2599999999993088,-0.19000000000050932,-0.030000000000654836,0.15999999999985448
-2897.08,-2896.92,-2896.96,-2896.95,-0.15999999999985448,-0.11999999999989086,-0.13000000000010914,0.03999999999996362,0.02999999999974534,-0.010000000000218279
-7823.42,-7823.25,-7823.35,-7823.48,-0.17000000000007276,-0.06999999999970896,0.05999999999949068,0.1000000000003638,0.22999999999956344,0.12999999999919964
-9072.39,-9072.34,-9072.34,-9072.41,-0.049999999999272404,-0.049999999999272404,0.020000000000436557,0,0.06999999999970896,0.06999999999970896
-4073.2,-4073.1,-4073.16,-4073.17,-0.09999999999990905,-0.03999999999996362,-0.02999999999974534,0.05999999999994543,0.07000000000016371,0.010000000000218279
-15356.8,-15356.8,-15356.8,-15356.7,0,0,-0.09999999999854481,0,-0.09999999999854481,-0.09999999999854481
-10964,-10964.1,-10964,-10964.1,0.1000000000003638,0,0.1000000000003638,-0.1000000000003638,0,0.1000000000003638
-4765.34,-4765.47,-4765.44,-4765.3,0.13000000000010914,0.0999999999994543,-0.03999999999996362,-0.030000000000654836,-0.17000000000007276,-0.13999999999941792
-9192.35,-9192.35,-9192.4,-9192.41,0,0.049999999999272404,0.05999999999949068,0.049999999999272404,0.05999999999949068,0.010000000000218279
-32952.4,-32952.4,-32952.3,-32952.3,0,-0.09999999999854481,-0.09999999999854481,-0.09999999999854481,-0.09999999999854481,0
-7857.28,-7857.68,-7857.61,-7857.67,0.4000000000005457,0.32999999999992724,0.3900000000003274,-0.07000000000061846,-0.010000000000218279,0.06000000000040018
-10824.3,-10823.9,-10824,-10823.9,-0.3999999999996362,-0.2999999999992724,-0.3999999999996362,0.1000000000003638,0,-0.1000000000003638
-17177.2,-17177.4,-17177.5,-17177.8,0.2000000000007276,0.2999999999992724,0.5999999999985448,0.09999999999854481,0.3999999999978172,0.2999999999992724
-13473.9,-13473.9,-13473.8,-13473.9,0,-0.1000000000003638,0,-0.1000000000003638,0,0.1000000000003638
-11929.7,-11930,-11929.7,-11929.7,0.2999999999992724,0,0,-0.2999999999992724,-0.2999999999992724,0
-6351.15,-6351.34,-6351.25,-6351.42,0.19000000000050932,0.1000000000003638,0.27000000000043656,-0.09000000000014552,0.07999999999992724,0.17000000000007276
-7714.88,-7715.02,-7715.04,-7715.13,0.14000000000032742,0.15999999999985448,0.25,0.019999999999527063,0.10999999999967258,0.09000000000014552
-10838.1,-10838,-10838.2,-10838,-0.1000000000003638,0.1000000000003638,-0.1000000000003638,0.2000000000007276,0,-0.2000000000007276
-21105.6,-21106.4,-21106.2,-21106.4,0.8000000000029104,0.6000000000021828,0.8000000000029104,-0.2000000000007276,0,0.2000000000007276
-7768.23,-7768.21,-7768.24,-7768.29,-0.019999999999527063,0.010000000000218279,0.06000000000040018,0.02999999999974534,0.07999999999992724,0.0500000000001819
